question,query,qsq_list_idx,question_idx,answer
The most common MOF topology has what RCSR code?,"MATCH (m:MOF)-[r:has_topology]->(c:Topology) RETURN c.rcsr_code, count(c) as freq ORDER BY freq DESC LIMIT 1",71,0,"[{""c.rcsr_code"": ""UNKNOWN"", ""freq"": 2960}]"
What is the predominant organic linker employed in the synthesis of MOFs with space group similar to MOF-5?,"MATCH (m1:MOF)-[:has_spaceGroup]->(s:Space_Group)-[:has_spaceGroup]-(m2:MOF)-[:has_organicLinker]->(o) WITH o.name as organicLinker, count(distinct m2) as numSynthesized ORDER BY numSynthesized DESC LIMIT 1 RETURN organicLinker;",143,2,"[{""organicLinker"": ""[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-]""}]"
"What is the chemical formula of HKUST-1, an MOF?","MATCH (m:MOF) WHERE m.name CONTAINS 'HKUST-1' RETURN m.refcode, m.name, m.chemical_formula",6,1,"[{""m.refcode"": ""DOTSOV42"", ""m.name"": ""HKUST-1"", ""m.chemical_formula"": ""(C36 H12 Cu6 O24)n""}, {""m.refcode"": ""FIQCEN"", ""m.name"": ""HKUST-1|Teaching Subset: MOFs"", ""m.chemical_formula"": ""(C18 H12 Cu3 O15)n,10n(H2 O1)""}, {""m.refcode"": ""FUNGAZ"", ""m.name"": ""HKUST-1 (as synthesised)"", ""m.chemical_formula"": ""(C18 H12 Cu3 O15)n""}, {""m.refcode"": ""LUDLED"", ""m.name"": ""HKUST-1"", ""m.chemical_formula"": ""(C18 H12 Cu3 O15)n,7n(H2 O1)""}, {""m.refcode"": ""WULJUJ"", ""m.name"": ""HKUST-1 0.56(dideuteroacetylene)"", ""m.chemical_formula"": ""(C36 H12 Cu6 O24)n,3.4n(C2 D2)""}]"
From which databases were the MOFs 'IRMOF' sourced?,"MATCH (m:MOF) WHERE m.name CONTAINS 'IRMOF' RETURN m.refcode, m.name, m.database_name",21,2,"[{""m.refcode"": ""GINYAG"", ""m.name"": ""Ni-IRMOF-74-II"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""GINYIO"", ""m.name"": ""Ni-IRMOF-74-III"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""GINYOU"", ""m.name"": ""Ni-IRMOF-74-IV"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""GINYUA"", ""m.name"": ""Ni-IRMOF-74-V"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""HOLQAC"", ""m.name"": ""\u03b1-IRMOF-3-AMPh"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""NODTEH"", ""m.name"": ""IRMOF-23terp"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""NODTIL"", ""m.name"": ""IRMOF-25terPh"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""NODTOR"", ""m.name"": ""IRMOF-pentane"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""NUVYEK"", ""m.name"": ""IRMOF-61"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""NUVYIO"", ""m.name"": ""IRMOF-62"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""PIWLIT"", ""m.name"": ""IRMOF-9"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RAVVUH"", ""m.name"": ""IRMOF-74-II"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RAVWAO"", ""m.name"": ""IRMOF-74-III"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RAVWES"", ""m.name"": ""IRMOF-74-IV"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RAVWOC"", ""m.name"": ""IRMOF-74-V-hex"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RAVWUI"", ""m.name"": ""IRMOF-74-VI"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RAVXAP"", ""m.name"": ""IRMOF-74-VII"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RAVXET"", ""m.name"": ""IRMOF-74-VI-oeg"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RAVXIX"", ""m.name"": ""IRMOF-74-IX"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RAVXOD"", ""m.name"": ""IRMOF-74-XI"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""RUTPAY01"", ""m.name"": ""IRMOF-77"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""WORKUL"", ""m.name"": ""INT-IRMOF-8-C"", ""m.database_name"": ""as543be_ASER""}, {""m.refcode"": ""WORLAS"", ""m.name"": ""INT-IRMOF-8-B"", ""m.database_name"": ""as543be_ASER""}]"
Can you describe the color of MOF 'MOF-5'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'MOF-5' RETURN m.refcode, m.name, m.color",26,1,"[{""m.refcode"": ""FAYPUS"", ""m.name"": ""DMOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""LASYOU"", ""m.name"": ""MOF-505"", ""m.color"": ""blue""}, {""m.refcode"": ""MIBQAR"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR01"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR02"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR03"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR04"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR05"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR06"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR07"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR08"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR09"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR10"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR11"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR12"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR13"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR14"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR15"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR16"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR17"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR18"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR19"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""MIBQAR20"", ""m.name"": ""MOF-5"", ""m.color"": ""colorless""}, {""m.refcode"": ""OFEDAH"", ""m.name"": ""GR-MOF-5"", ""m.color"": ""light green""}, {""m.refcode"": ""OMUKUE"", ""m.name"": ""TPMOF-5"", ""m.color"": ""yellow""}, {""m.refcode"": ""OTECEX"", ""m.name"": ""\u0394-MOF-520 unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""OTECUN"", ""m.name"": ""\u039b-MOF-520 trimesate unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""OTEDEY"", ""m.name"": ""\u039b-MOF-520 3-(t-butoxycarbonylamino)propan-1,2-diolato unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""OTEDOI"", ""m.name"": ""\u039b-MOF-520 unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""OTEDUO"", ""m.name"": ""\u039b-MOF-520 methanolate unknown solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""QEFWUV"", ""m.name"": ""MOF-545"", ""m.color"": ""red brown""}, {""m.refcode"": ""QOXQEC"", ""m.name"": ""-MOF-520-24"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXQIG"", ""m.name"": ""-MOF-520-25"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXQUS"", ""m.name"": ""-MOF-520-27"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXRAZ"", ""m.name"": ""-MOF-520-28"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXRIH"", ""m.name"": ""-MOF-520-31-activated"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXRON"", ""m.name"": ""-MOF-520-S-32"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXSAA"", ""m.name"": ""-MOF-520-22"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXSOO"", ""m.name"": ""-MOF-520-R-32"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXSUU"", ""m.name"": ""\u0394-MOF-520-17"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXTOP"", ""m.name"": ""\u0394-MOF-520-21"", ""m.color"": ""colorless""}, {""m.refcode"": ""QOXVEH"", ""m.name"": ""-MOF-520 N,N-dimethylformamide solvate"", ""m.color"": ""colorless""}, {""m.refcode"": ""RIXPOF"", ""m.name"": ""MOF-519"", ""m.color"": ""colorless""}, {""m.refcode"": ""RUVKAV"", ""m.name"": ""catena-[(\u03bc8-5,5'-Buta-1,3-diyne-1,4-diyldibenzene-1,3-dicarboxylato)-diaqua-di-copper(ii) dimethylformamide solvate trihydrate]|MOF-505"", ""m.color"": ""green""}, {""m.refcode"": ""SAHYIK"", ""m.name"": ""MOF-5|Teaching Subset: MOFs"", ""m.color"": """"}, {""m.refcode"": ""SUFJEK"", ""m.name"": ""PMOF-55"", ""m.color"": ""colorless""}, {""m.refcode"": ""TIHROU"", ""m.name"": ""MOF-591"", ""m.color"": ""light yellow""}, {""m.refcode"": ""TIHRUA"", ""m.name"": ""MOF-592"", ""m.color"": ""light yellow""}, {""m.refcode"": ""TIHTUC"", ""m.name"": ""MOF-590"", ""m.color"": """"}, {""m.refcode"": ""VUSKEA01"", ""m.name"": ""MOF-5"", ""m.color"": """"}]"
What is the maximum temperature applied in any synthesis process that is associated with MOFs named 'MOF-3'?,MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_operation]->(o:Synthesis_Operation)-[:has_condition]->(c:Synthesis_Operation_Condition) WHERE (m.name CONTAINS 'MOF-3') and (c.Property='Temperature') WITH toFloat(c.Value) as val RETURN max(val),117,1,"[{""max(val)"": 293.0}]"
What is the title of the first publication about MOF-5?,MATCH (:MOF {name: 'MOF-5'})-[:has_publication]->(p:Publication)-[:has_title]-(t:Title) RETURN t.title ORDER BY p.year ASC LIMIT 1,131,0,"[{""t.title"": ""Elucidating Negative Thermal Expansion in MOF-5 Elucidating NTE in MOF-5""}]"
From where was the experimental data collected to determine the structure of MOFs 'HKUST-1'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'HKUST-1' RETURN m.refcode, m.name, m.datasource",51,1,"[{""m.refcode"": ""DOTSOV42"", ""m.name"": ""HKUST-1"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""FIQCEN"", ""m.name"": ""HKUST-1|Teaching Subset: MOFs"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""FUNGAZ"", ""m.name"": ""HKUST-1 (as synthesised)"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""LUDLED"", ""m.name"": ""HKUST-1"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""WULJUJ"", ""m.name"": ""HKUST-1 0.56(dideuteroacetylene)"", ""m.datasource"": ""CSD""}]"
What is the DOI for the publication that describes the synthesis procedure and properties of HKUST-1?,MATCH (m:MOF)-[:has_publication]-(p:Publication)-[:has_publication]-(s:Synthesis_Procedure) WHERE m.name CONTAINS 'HKUST-1' RETURN p.doi,97,0,"[{""p.doi"": ""10.1021/ja904782h""}, {""p.doi"": ""10.1021/ja904782h""}]"
What is the time period for the synthesis of MOF-3?,"MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_time]->(st:Synthesis_Time) WHERE m.name CONTAINS 'MOF-3' RETURN st.Value, st.Unit",89,3,"[{""st.Value"": ""72"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""72"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""48.0"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""48.0"", ""st.Unit"": ""h1.0""}, {""st.Value"": ""48.0"", ""st.Unit"": ""h1.0""}]"
What is the chemical name of the ligand used to synthesize the MOFs 'MOF-3'?,"MATCH (m:MOF)-[:has_organicLinker]->(l:Organic_Linker) WHERE m.name CONTAINS 'MOF-3' RETURN m.refcode, m.name, l.name",54,0,"[{""m.refcode"": ""CEFNOT"", ""m.name"": ""she-MOF-3"", ""l.name"": ""[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)c1c(c2ccc(cc2)C#Cc2ccc(cc2)C(=O)[O-])c(c2ccc(cc2)C#Cc2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]""}, {""m.refcode"": ""FAYPIG"", ""m.name"": ""DMOF-3"", ""l.name"": ""CC1=CC2=NN=NC2=C[CH]1""}, {""m.refcode"": ""FEYQIK"", ""m.name"": ""GWMOF-3"", ""l.name"": ""[O-]C(=O)CCCCC(=O)[O-]""}, {""m.refcode"": ""HOLQAC"", ""m.name"": ""\u03b1-IRMOF-3-AMPh"", ""l.name"": ""O=C(c1ccccc1)Nc1cc(ccc1C(=O)[O-])C(=O)[O-]""}, {""m.refcode"": ""KITVEQ"", ""m.name"": ""MOF-3"", ""l.name"": ""[O-]C(=O)[C]1[CH][C](OC[C]2C=Cc3c4[C]2C=CC25c4c(cc3)[CH]C5[CH]2)[CH]C(=C1)C(=O)[O-]""}, {""m.refcode"": ""LAJKUE"", ""m.name"": ""CD-MOF-3"", ""l.name"": ""[O]CC1OC2OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(C[O])OC(C(C3[O])[O])OC3C(OC(OC4C(OC(OC5C(OC(OC6C(OC(OC1C(C2[O])[O])C([O])C6[O])C[O])C([O])C5[O])C[O])C([O])C4[O])C[O])C(C3[O])[O])C[O]""}, {""m.refcode"": ""MIFGEQ"", ""m.name"": ""TMOF-3"", ""l.name"": ""[O]S(Cc1cc(CS([O])([O])[O])c(cc1CS([O])([O])[O])CS([O])([O])[O])([O])[O]""}, {""m.refcode"": ""PIKYAM"", ""m.name"": ""JUST-3|LMOF-311"", ""l.name"": ""O=CN(C)C""}]"
Can you identify the database or publication that provided data for MOF 'MOF-5'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'MOF-5' RETURN m.refcode, m.name, m.datasource",28,2,"[{""m.refcode"": ""FAYPUS"", ""m.name"": ""DMOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""LASYOU"", ""m.name"": ""MOF-505"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR01"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR02"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR03"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR04"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR05"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR06"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR07"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR08"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR09"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR10"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR11"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR12"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR13"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR14"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR15"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR16"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR17"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR18"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR19"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""MIBQAR20"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""OFEDAH"", ""m.name"": ""GR-MOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""OMUKUE"", ""m.name"": ""TPMOF-5"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""OTECEX"", ""m.name"": ""\u0394-MOF-520 unknown solvate"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""OTECUN"", ""m.name"": ""\u039b-MOF-520 trimesate unknown solvate"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""OTEDEY"", ""m.name"": ""\u039b-MOF-520 3-(t-butoxycarbonylamino)propan-1,2-diolato unknown solvate"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""OTEDOI"", ""m.name"": ""\u039b-MOF-520 unknown solvate"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""OTEDUO"", ""m.name"": ""\u039b-MOF-520 methanolate unknown solvate"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QEFWUV"", ""m.name"": ""MOF-545"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXQEC"", ""m.name"": ""-MOF-520-24"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXQIG"", ""m.name"": ""-MOF-520-25"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXQUS"", ""m.name"": ""-MOF-520-27"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXRAZ"", ""m.name"": ""-MOF-520-28"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXRIH"", ""m.name"": ""-MOF-520-31-activated"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXRON"", ""m.name"": ""-MOF-520-S-32"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXSAA"", ""m.name"": ""-MOF-520-22"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXSOO"", ""m.name"": ""-MOF-520-R-32"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXSUU"", ""m.name"": ""\u0394-MOF-520-17"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXTOP"", ""m.name"": ""\u0394-MOF-520-21"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""QOXVEH"", ""m.name"": ""-MOF-520 N,N-dimethylformamide solvate"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""RIXPOF"", ""m.name"": ""MOF-519"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""RUVKAV"", ""m.name"": ""catena-[(\u03bc8-5,5'-Buta-1,3-diyne-1,4-diyldibenzene-1,3-dicarboxylato)-diaqua-di-copper(ii) dimethylformamide solvate trihydrate]|MOF-505"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""SAHYIK"", ""m.name"": ""MOF-5|Teaching Subset: MOFs"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""SUFJEK"", ""m.name"": ""PMOF-55"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""TIHROU"", ""m.name"": ""MOF-591"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""TIHRUA"", ""m.name"": ""MOF-592"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""TIHTUC"", ""m.name"": ""MOF-590"", ""m.datasource"": ""CSD""}, {""m.refcode"": ""VUSKEA01"", ""m.name"": ""MOF-5"", ""m.datasource"": ""CSD""}]"
What is the SMILES code for the organic precursor applied in the synthesis of MOF-3?,MATCH (m:MOF)-[:has_publication]->(:Publication)<-[:has_publication]-(s:Synthesis_Procedure)-[:has_organic_precursor]->(op:Synthesis_Organic_Precursor) WHERE m.name CONTAINS 'MOF-3' RETURN DISTINCT op.smiles,84,2,"[{""op.smiles"": ""O=C(O)CCCCC(=O)O""}, {""op.smiles"": """"}]"
Which families have the highest number of MOFs?,"MATCH (m:MOF)-[r:has_family]->(c:Family) RETURN c.name, count(c) as freq ORDER BY freq DESC LIMIT 5",66,2,"[{""c.name"": ""Zn-oxide/zinc oxide"", ""freq"": 1012}, {""c.name"": ""MOF-74/CPO-27"", ""freq"": 507}, {""c.name"": ""Cu-Cu paddleWheels/HKUST-1"", ""freq"": 218}, {""c.name"": ""Zn-oxide/zinc oxide, IRMOF"", ""freq"": 168}, {""c.name"": ""Zr-oxide/zirconium oxide/UiO-66"", ""freq"": 136}]"
What are the top 10 RCSR codes assigned to the different MOF topologies?,"MATCH (m:MOF)-[r:has_topology]->(c:Topology) RETURN c.rcsr_code, count(c) as freq ORDER BY freq DESC LIMIT 10",72,3,"[{""c.rcsr_code"": ""UNKNOWN"", ""freq"": 2960}, {""c.rcsr_code"": ""ERROR"", ""freq"": 2264}, {""c.rcsr_code"": ""pcu"", ""freq"": 715}, {""c.rcsr_code"": ""dia"", ""freq"": 491}, {""c.rcsr_code"": ""sql"", ""freq"": 296}, {""c.rcsr_code"": ""pts"", ""freq"": 195}, {""c.rcsr_code"": ""nbo"", ""freq"": 152}, {""c.rcsr_code"": ""rtl"", ""freq"": 134}, {""c.rcsr_code"": ""ths"", ""freq"": 114}, {""c.rcsr_code"": ""srs"", ""freq"": 112}]"
Can you tell me the dimension of the a-axis for the unit cell of MOFs 'HKUST-1'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'HKUST-1' RETURN m.refcode, m.name, m.cell_lengths",42,1,"[{""m.refcode"": ""DOTSOV42"", ""m.name"": ""HKUST-1"", ""m.cell_lengths"": ""CellLengths(a=26.287910000000004, b=26.287910000000004, c=26.287910000000004)""}, {""m.refcode"": ""FIQCEN"", ""m.name"": ""HKUST-1|Teaching Subset: MOFs"", ""m.cell_lengths"": ""CellLengths(a=26.343, b=26.343, c=26.343)""}, {""m.refcode"": ""FUNGAZ"", ""m.name"": ""HKUST-1 (as synthesised)"", ""m.cell_lengths"": ""CellLengths(a=26.3518, b=26.3518, c=26.3518)""}, {""m.refcode"": ""LUDLED"", ""m.name"": ""HKUST-1"", ""m.cell_lengths"": ""CellLengths(a=26.315, b=26.315, c=26.315)""}, {""m.refcode"": ""WULJUJ"", ""m.name"": ""HKUST-1 0.56(dideuteroacetylene)"", ""m.cell_lengths"": ""CellLengths(a=26.3256, b=26.3256, c=26.3256)""}]"
What is the numerical value assigned to the unit cell volume of MOF 'IRMOF'?,"MATCH (m:MOF) WHERE m.name CONTAINS 'IRMOF' RETURN m.refcode, m.name, m.cell_volume",19,2,"[{""m.refcode"": ""GINYAG"", ""m.name"": ""Ni-IRMOF-74-II"", ""m.cell_volume"": 7830.333812081704}, {""m.refcode"": ""GINYIO"", ""m.name"": ""Ni-IRMOF-74-III"", ""m.cell_volume"": 12437.013749172813}, {""m.refcode"": ""GINYOU"", ""m.name"": ""Ni-IRMOF-74-IV"", ""m.cell_volume"": 17970.850545481026}, {""m.refcode"": ""GINYUA"", ""m.name"": ""Ni-IRMOF-74-V"", ""m.cell_volume"": 28277.205833670298}, {""m.refcode"": ""HOLQAC"", ""m.name"": ""\u03b1-IRMOF-3-AMPh"", ""m.cell_volume"": 16733.018068609374}, {""m.refcode"": ""NODTEH"", ""m.name"": ""IRMOF-23terp"", ""m.cell_volume"": 16689.48558799738}, {""m.refcode"": ""NODTIL"", ""m.name"": ""IRMOF-25terPh"", ""m.cell_volume"": 16619.052977674055}, {""m.refcode"": ""NODTOR"", ""m.name"": ""IRMOF-pentane"", ""m.cell_volume"": 16911.001339142396}, {""m.refcode"": ""NUVYEK"", ""m.name"": ""IRMOF-61"", ""m.cell_volume"": 15328.107369796588}, {""m.refcode"": ""NUVYIO"", ""m.name"": ""IRMOF-62"", ""m.cell_volume"": 32931.673848748665}, {""m.refcode"": ""PIWLIT"", ""m.name"": ""IRMOF-9"", ""m.cell_volume"": 7119.219717999888}, {""m.refcode"": ""RAVVUH"", ""m.name"": ""IRMOF-74-II"", ""m.cell_volume"": 7795.566443322164}, {""m.refcode"": ""RAVWAO"", ""m.name"": ""IRMOF-74-III"", ""m.cell_volume"": 11780.842833048522}, {""m.refcode"": ""RAVWES"", ""m.name"": ""IRMOF-74-IV"", ""m.cell_volume"": 17942.24811706026}, {""m.refcode"": ""RAVWOC"", ""m.name"": ""IRMOF-74-V-hex"", ""m.cell_volume"": 26610.98899515233}, {""m.refcode"": ""RAVWUI"", ""m.name"": ""IRMOF-74-VI"", ""m.cell_volume"": 36505.4901309066}, {""m.refcode"": ""RAVXAP"", ""m.name"": ""IRMOF-74-VII"", ""m.cell_volume"": 51176.31646333511}, {""m.refcode"": ""RAVXET"", ""m.name"": ""IRMOF-74-VI-oeg"", ""m.cell_volume"": 51947.5784373008}, {""m.refcode"": ""RAVXIX"", ""m.name"": ""IRMOF-74-IX"", ""m.cell_volume"": 77838.75644709257}, {""m.refcode"": ""RAVXOD"", ""m.name"": ""IRMOF-74-XI"", ""m.cell_volume"": 128222.51086634406}, {""m.refcode"": ""RUTPAY01"", ""m.name"": ""IRMOF-77"", ""m.cell_volume"": 59427.41525399425}, {""m.refcode"": ""WORKUL"", ""m.name"": ""INT-IRMOF-8-C"", ""m.cell_volume"": 6482.926841135814}, {""m.refcode"": ""WORLAS"", ""m.name"": ""INT-IRMOF-8-B"", ""m.cell_volume"": 6409.715670913836}]"
